"DESKTOP-VQ7MEB2","\Microsoft\Windows\SpacePort\SpaceManagerTask","N/A","準備完了","対話型/バックグラウンド","1999/11/30 0:00:00","267011","$(@%SystemRoot%\system32\spaceman.exe,-2)","%windir%\system32\spaceman.exe /Work","N/A","$(@%SystemRoot%\system32\spaceman.exe,-3)","有効","無効","","SYSTEM","無効","無効","スケジュール データをこの形式で使用することはできません。","システムの開始時","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\SpacePort\SpaceManagerTask","N/A","準備完了","対話型/バックグラウンド","1999/11/30 0:00:00","267011","$(@%SystemRoot%\system32\spaceman.exe,-2)","%windir%\system32\spaceman.exe /Work","N/A","$(@%SystemRoot%\system32\spaceman.exe,-3)","有効","無効","","SYSTEM","無効","無効","スケジュール データをこの形式で使用することはできません。","未定義","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"ホスト名","タスク名","次回の実行時刻","状態","ログオン モード","前回の実行時刻","前回の結果","作成者","実行するタスク","開始","コメント","スケジュールされたタスクの状態","アイドル時間","電源管理","ユーザーとして実行","再度スケジュールされない場合はタスクを削除する","タスクを停止するまでの時間","スケジュール","スケジュールの種類","開始時刻","開始日","終了日","日","月","繰り返し: 間隔","繰り返し: 終了時刻","繰り返し: 期間","繰り返し: 実行中の場合は停止"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\StateRepository\MaintenanceTasks","N/A","準備完了","対話型/バックグラウンド","2025/07/25 19:45:56","0","$(@%SystemRoot%\system32\Windows.StateRepositoryClient.dll,-600)","%windir%\system32\rundll32.exe %windir%\system32\Windows.StateRepositoryClient.dll,StateRepositoryDoMaintenanceTasks","N/A","$(@%SystemRoot%\system32\Windows.StateRepositoryClient.dll,-602)","有効","無効","","SYSTEM","無効","72:00:00","スケジュール データをこの形式で使用することはできません。","要求時のみ","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"ホスト名","タスク名","次回の実行時刻","状態","ログオン モード","前回の実行時刻","前回の結果","作成者","実行するタスク","開始","コメント","スケジュールされたタスクの状態","アイドル時間","電源管理","ユーザーとして実行","再度スケジュールされない場合はタスクを削除する","タスクを停止するまでの時間","スケジュール","スケジュールの種類","開始時刻","開始日","終了日","日","月","繰り返し: 間隔","繰り返し: 終了時刻","繰り返し: 期間","繰り返し: 実行中の場合は停止"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Storage Tiers Management\Storage Tiers Management Initialization","N/A","準備完了","対話型/バックグラウンド","1999/11/30 0:00:00","267011","Microsoft Corporation","COM ハンドラー","N/A","最初の階層型記憶域がシステムで検出されたときに、記憶域階層管理サービスを初期化します。このタスクは削除または変更しないでください。","有効","無効","","SYSTEM","無効","無効","スケジュール データをこの形式で使用することはできません。","未定義","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Storage Tiers Management\Storage Tiers Optimization","N/A","無効","対話型/バックグラウンド","1999/11/30 0:00:00","267011","Microsoft Corporation","%windir%\system32\defrag.exe -c -h -g -# -m 8 -i 13500","N/A","システム内のすべての階層型記憶域で、記憶域階層へのデータの配置を最適化します。","無効","無効","","SYSTEM","無効","72:00:00","スケジュール データをこの形式で使用することはできません。","一度だけ, 毎時 ","1:00:00","2013/01/01","N/A","N/A","N/A","4 時間、0 分","なし","無効","無効"
"ホスト名","タスク名","次回の実行時刻","状態","ログオン モード","前回の実行時刻","前回の結果","作成者","実行するタスク","開始","コメント","スケジュールされたタスクの状態","アイドル時間","電源管理","ユーザーとして実行","再度スケジュールされない場合はタスクを削除する","タスクを停止するまでの時間","スケジュール","スケジュールの種類","開始時刻","開始日","終了日","日","月","繰り返し: 間隔","繰り返し: 終了時刻","繰り返し: 期間","繰り返し: 実行中の場合は停止"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Subscription\EnableLicenseAcquisition","N/A","準備完了","対話型/バックグラウンド","2025/07/23 21:43:43","0","Microsoft Corporation","%SystemRoot%\system32\ClipRenew.exe -e","N/A","Enable susbscription license acquisition","有効","無効","","SYSTEM","無効","無効","スケジュール データをこの形式で使用することはできません。","イベントが発生する場合","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Subscription\EnableLicenseAcquisition","N/A","準備完了","対話型/バックグラウンド","2025/07/23 21:43:43","0","Microsoft Corporation","%SystemRoot%\system32\ClipRenew.exe -e","N/A","Enable susbscription license acquisition","有効","無効","","SYSTEM","無効","無効","スケジュール データをこの形式で使用することはできません。","イベントが発生する場合","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Subscription\EnableLicenseAcquisition","N/A","準備完了","対話型/バックグラウンド","2025/07/23 21:43:43","0","Microsoft Corporation","%SystemRoot%\system32\ClipRenew.exe -e","N/A","Enable susbscription license acquisition","有効","無効","","SYSTEM","無効","無効","スケジュール データをこの形式で使用することはできません。","未定義","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Subscription\LicenseAcquisition","N/A","無効","対話型/バックグラウンド","1999/11/30 0:00:00","267011","Microsoft Corporation","%SystemRoot%\system32\ClipRenew.exe ","N/A","Susbscription license acquisition","無効","無効","","INTERACTIVE","無効","無効","スケジュール データをこの形式で使用することはできません。","毎日 ","9:00:00","2016/01/01","N/A","1 日ごと","N/A","無効","無効","無効","無効"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Subscription\LicenseAcquisition","N/A","無効","対話型/バックグラウンド","1999/11/30 0:00:00","267011","Microsoft Corporation","%SystemRoot%\system32\ClipRenew.exe ","N/A","Susbscription license acquisition","無効","無効","","INTERACTIVE","無効","無効","スケジュール データをこの形式で使用することはできません。","システムの開始時","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Subscription\LicenseAcquisition","N/A","無効","対話型/バックグラウンド","1999/11/30 0:00:00","267011","Microsoft Corporation","%SystemRoot%\system32\ClipRenew.exe ","N/A","Susbscription license acquisition","無効","無効","","INTERACTIVE","無効","無効","スケジュール データをこの形式で使用することはできません。","未定義","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"ホスト名","タスク名","次回の実行時刻","状態","ログオン モード","前回の実行時刻","前回の結果","作成者","実行するタスク","開始","コメント","スケジュールされたタスクの状態","アイドル時間","電源管理","ユーザーとして実行","再度スケジュールされない場合はタスクを削除する","タスクを停止するまでの時間","スケジュール","スケジュールの種類","開始時刻","開始日","終了日","日","月","繰り返し: 間隔","繰り返し: 終了時刻","繰り返し: 期間","繰り返し: 実行中の場合は停止"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Sustainability\PowerGridForecastTask","2025/07/26 12:40:44","準備完了","対話型/バックグラウンド","2025/07/25 12:02:29","0","Microsoft Corporation","COM ハンドラー","N/A","PowerGridForecastTask には COM タスク ハンドラーがあります","有効","無効","バッテリ モードで停止, バッテリで開始しない","SYSTEM","無効","72:00:00","スケジュール データをこの形式で使用することはできません。","未定義","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Sustainability\PowerGridForecastTask","2025/07/26 12:08:29","準備完了","対話型/バックグラウンド","2025/07/25 12:02:29","0","Microsoft Corporation","COM ハンドラー","N/A","PowerGridForecastTask には COM タスク ハンドラーがあります","有効","無効","バッテリ モードで停止, バッテリで開始しない","SYSTEM","無効","72:00:00","スケジュール データをこの形式で使用することはできません。","毎日 ","12:00:00","2024/01/01","N/A","1 日ごと","N/A","無効","無効","無効","無効"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Sustainability\SustainabilityTelemetry","N/A","準備完了","対話型/バックグラウンド","2025/07/21 2:56:13","0","Microsoft Corporation","COM ハンドラー","N/A","持続可能性に関するテレメトリ イベント","有効","無効","","Users","無効","72:00:00","スケジュール データをこの形式で使用することはできません。","要求時のみ","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"ホスト名","タスク名","次回の実行時刻","状態","ログオン モード","前回の実行時刻","前回の結果","作成者","実行するタスク","開始","コメント","スケジュールされたタスクの状態","アイドル時間","電源管理","ユーザーとして実行","再度スケジュールされない場合はタスクを削除する","タスクを停止するまでの時間","スケジュール","スケジュールの種類","開始時刻","開始日","終了日","日","月","繰り返し: 間隔","繰り返し: 終了時刻","繰り返し: 期間","繰り返し: 実行中の場合は停止"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Sysmain\HybridDriveCachePrepopulate","N/A","無効","対話型/バックグラウンド","1999/11/30 0:00:00","267011","Microsoft Corporation","COM ハンドラー","N/A","ハイブリッド ドライブ キャッシュの事前作成タスク","無効"," 分アイドルだった場合にのみ開始,  分アイドルでない場合再実行 アイドル状態が終了したらタスクを停止","バッテリ モードで停止, バッテリで開始しない","SYSTEM","無効","02:00:00","スケジュール データをこの形式で使用することはできません。","要求時のみ","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Sysmain\HybridDriveCacheRebalance","N/A","無効","対話型/バックグラウンド","1999/11/30 0:00:00","267011","Microsoft Corporation","COM ハンドラー","N/A","ハイブリッド ドライブ キャッシュの再バランス調整を行うメンテナンス タスク","無効"," 分アイドルだった場合にのみ開始,  分アイドルでない場合再実行 アイドル状態が終了したらタスクを停止","","SYSTEM","無効","00:10:00","スケジュール データをこの形式で使用することはできません。","要求時のみ","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Sysmain\ResPriStaticDbSync","N/A","準備完了","対話型/バックグラウンド","2025/07/21 2:59:17","0","Microsoft Corporation","COM ハンドラー","N/A","予約済み優先度の静的データベース同期を行うメンテナンス タスク","有効","無効","","SYSTEM","無効","00:10:00","スケジュール データをこの形式で使用することはできません。","要求時のみ","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Sysmain\WsSwapAssessmentTask","N/A","準備完了","対話型/バックグラウンド","2025/07/09 19:25:07","0","Microsoft Corporation","%windir%\system32\rundll32.exe sysmain.dll,PfSvWsSwapAssessmentTask","N/A","ワーキング セット切り替え評価メンテナンス タスク","有効","無効","バッテリで開始しない","SYSTEM","無効","72:00:00","スケジュール データをこの形式で使用することはできません。","要求時のみ","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"ホスト名","タスク名","次回の実行時刻","状態","ログオン モード","前回の実行時刻","前回の結果","作成者","実行するタスク","開始","コメント","スケジュールされたタスクの状態","アイドル時間","電源管理","ユーザーとして実行","再度スケジュールされない場合はタスクを削除する","タスクを停止するまでの時間","スケジュール","スケジュールの種類","開始時刻","開始日","終了日","日","月","繰り返し: 間隔","繰り返し: 終了時刻","繰り返し: 期間","繰り返し: 実行中の場合は停止"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\SystemRestore\SR","N/A","準備完了","対話型/バックグラウンド","2025/07/25 8:47:18","0","Microsoft Corporation","%windir%\system32\srtasks.exe ExecuteScheduledSPPCreation","N/A","このタスクでは標準のシステム保護ポイントが作成されます。","有効"," 分アイドルだった場合にのみ開始,  分アイドルでない場合再実行 アイドル状態が終了したらタスクを停止","バッテリで開始しない","SYSTEM","無効","72:00:00","スケジュール データをこの形式で使用することはできません。","要求時のみ","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"ホスト名","タスク名","次回の実行時刻","状態","ログオン モード","前回の実行時刻","前回の結果","作成者","実行するタスク","開始","コメント","スケジュールされたタスクの状態","アイドル時間","電源管理","ユーザーとして実行","再度スケジュールされない場合はタスクを削除する","タスクを停止するまでの時間","スケジュール","スケジュールの種類","開始時刻","開始日","終了日","日","月","繰り返し: 間隔","繰り返し: 終了時刻","繰り返し: 期間","繰り返し: 実行中の場合は停止"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Task Manager\Interactive","N/A","準備完了","対話型/バックグラウンド","2025/02/24 14:45:25","0","Microsoft Corporation","COM ハンドラー","N/A","対話ユーザーとしてタスクを実行します。","有効","無効","","INTERACTIVE","無効","無効","スケジュール データをこの形式で使用することはできません。","要求時のみ","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"ホスト名","タスク名","次回の実行時刻","状態","ログオン モード","前回の実行時刻","前回の結果","作成者","実行するタスク","開始","コメント","スケジュールされたタスクの状態","アイドル時間","電源管理","ユーザーとして実行","再度スケジュールされない場合はタスクを削除する","タスクを停止するまでの時間","スケジュール","スケジュールの種類","開始時刻","開始日","終了日","日","月","繰り返し: 間隔","繰り返し: 終了時刻","繰り返し: 期間","繰り返し: 実行中の場合は停止"
"ホスト名","タスク名","次回の実行時刻","状態","ログオン モード","前回の実行時刻","前回の結果","作成者","実行するタスク","開始","コメント","スケジュールされたタスクの状態","アイドル時間","電源管理","ユーザーとして実行","再度スケジュールされない場合はタスクを削除する","タスクを停止するまでの時間","スケジュール","スケジュールの種類","開始時刻","開始日","終了日","日","月","繰り返し: 間隔","繰り返し: 終了時刻","繰り返し: 期間","繰り返し: 実行中の場合は停止"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\TextServicesFramework\MsCtfMonitor","N/A","準備完了","対話型/バックグラウンド","2025/07/25 8:08:34","0","N/A","COM ハンドラー","N/A","TextServicesFramework monitor task","有効","無効","","Users","無効","無効","スケジュール データをこの形式で使用することはできません。","ログオン時","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"ホスト名","タスク名","次回の実行時刻","状態","ログオン モード","前回の実行時刻","前回の結果","作成者","実行するタスク","開始","コメント","スケジュールされたタスクの状態","アイドル時間","電源管理","ユーザーとして実行","再度スケジュールされない場合はタスクを削除する","タスクを停止するまでの時間","スケジュール","スケジュールの種類","開始時刻","開始日","終了日","日","月","繰り返し: 間隔","繰り返し: 終了時刻","繰り返し: 期間","繰り返し: 実行中の場合は停止"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Time Synchronization\ForceSynchronizeTime","N/A","準備完了","対話型/バックグラウンド","2025/07/23 21:44:13","0","Microsoft Corporation","COM ハンドラー","N/A","このタスクでは、時刻が同期されます。","有効","無効","","LOCAL SERVICE","無効","72:00:00","スケジュール データをこの形式で使用することはできません。","未定義","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Time Synchronization\ForceSynchronizeTime","N/A","準備完了","対話型/バックグラウンド","2025/07/23 21:44:13","0","Microsoft Corporation","COM ハンドラー","N/A","このタスクでは、時刻が同期されます。","有効","無効","","LOCAL SERVICE","無効","72:00:00","スケジュール データをこの形式で使用することはできません。","未定義","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Time Synchronization\SynchronizeTime","N/A","準備完了","対話型/バックグラウンド","2025/07/25 19:45:56","0","Microsoft Corporation","%windir%\system32\sc.exe start w32time task_started","N/A","ネットワーク上のクライアントとサーバーの日時の同期を維持します。このサービスを停止すると、日時の同期は行われなくなります。このサービスを無効にすると、このサービスに依存しているサービスは起動できなくなります。","有効","無効","","LOCAL SERVICE","無効","72:00:00","スケジュール データをこの形式で使用することはできません。","未定義","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"ホスト名","タスク名","次回の実行時刻","状態","ログオン モード","前回の実行時刻","前回の結果","作成者","実行するタスク","開始","コメント","スケジュールされたタスクの状態","アイドル時間","電源管理","ユーザーとして実行","再度スケジュールされない場合はタスクを削除する","タスクを停止するまでの時間","スケジュール","スケジュールの種類","開始時刻","開始日","終了日","日","月","繰り返し: 間隔","繰り返し: 終了時刻","繰り返し: 期間","繰り返し: 実行中の場合は停止"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Time Zone\SynchronizeTimeZone","N/A","準備完了","対話型/バックグラウンド","2025/07/22 20:10:49","0","Microsoft Corporation","%windir%\system32\tzsync.exe ","N/A","タイム ゾーン情報を更新します。このタスクを停止すると、一部のタイム ゾーンでローカル時刻が不正確になることがあります。","有効","無効","バッテリ モードで停止","SYSTEM","無効","01:00:00","スケジュール データをこの形式で使用することはできません。","要求時のみ","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"ホスト名","タスク名","次回の実行時刻","状態","ログオン モード","前回の実行時刻","前回の結果","作成者","実行するタスク","開始","コメント","スケジュールされたタスクの状態","アイドル時間","電源管理","ユーザーとして実行","再度スケジュールされない場合はタスクを削除する","タスクを停止するまでの時間","スケジュール","スケジュールの種類","開始時刻","開始日","終了日","日","月","繰り返し: 間隔","繰り返し: 終了時刻","繰り返し: 期間","繰り返し: 実行中の場合は停止"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\UPnP\UPnPHostConfig","N/A","準備完了","対話型/バックグラウンド","1999/11/30 0:00:00","267011","Microsoft","sc.exe config upnphost start= auto","N/A","UPnPHost サービスを自動開始に設定","有効","無効","","SYSTEM","無効","72:00:00","スケジュール データをこの形式で使用することはできません。","要求時のみ","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"ホスト名","タスク名","次回の実行時刻","状態","ログオン モード","前回の実行時刻","前回の結果","作成者","実行するタスク","開始","コメント","スケジュールされたタスクの状態","アイドル時間","電源管理","ユーザーとして実行","再度スケジュールされない場合はタスクを削除する","タスクを停止するまでの時間","スケジュール","スケジュールの種類","開始時刻","開始日","終了日","日","月","繰り返し: 間隔","繰り返し: 終了時刻","繰り返し: 期間","繰り返し: 実行中の場合は停止"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\USB\Usb-Notifications","N/A","準備完了","対話型/バックグラウンド","2025/04/08 10:32:28","0","Microsoft Corporation","COM ハンドラー","N/A","USB エラー通知タスク","有効","無効","","INTERACTIVE","無効","72:00:00","スケジュール データをこの形式で使用することはできません。","未定義","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\USB\Usb-Notifications","N/A","準備完了","対話型/バックグラウンド","2025/04/08 10:32:28","0","Microsoft Corporation","COM ハンドラー","N/A","USB エラー通知タスク","有効","無効","","INTERACTIVE","無効","72:00:00","スケジュール データをこの形式で使用することはできません。","未定義","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\USB\Usb-Notifications","N/A","準備完了","対話型/バックグラウンド","2025/04/08 10:32:28","0","Microsoft Corporation","COM ハンドラー","N/A","USB エラー通知タスク","有効","無効","","INTERACTIVE","無効","72:00:00","スケジュール データをこの形式で使用することはできません。","未定義","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\USB\Usb-Notifications","N/A","準備完了","対話型/バックグラウンド","2025/04/08 10:32:28","0","Microsoft Corporation","COM ハンドラー","N/A","USB エラー通知タスク","有効","無効","","INTERACTIVE","無効","72:00:00","スケジュール データをこの形式で使用することはできません。","未定義","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"ホスト名","タスク名","次回の実行時刻","状態","ログオン モード","前回の実行時刻","前回の結果","作成者","実行するタスク","開始","コメント","スケジュールされたタスクの状態","アイドル時間","電源管理","ユーザーとして実行","再度スケジュールされない場合はタスクを削除する","タスクを停止するまでの時間","スケジュール","スケジュールの種類","開始時刻","開始日","終了日","日","月","繰り返し: 間隔","繰り返し: 終了時刻","繰り返し: 期間","繰り返し: 実行中の場合は停止"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\WCM\WiFiTask","N/A","準備完了","対話型/バックグラウンド","1999/11/30 0:00:00","267011","Microsoft Corporation","%SystemRoot%\System32\WiFiTask.exe ","N/A","ユーザーと Web の対話ごとに実行されるバックグラウンド タスク","有効","無効","","INTERACTIVE","無効","00:10:00","スケジュール データをこの形式で使用することはできません。","未定義","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"ホスト名","タスク名","次回の実行時刻","状態","ログオン モード","前回の実行時刻","前回の結果","作成者","実行するタスク","開始","コメント","スケジュールされたタスクの状態","アイドル時間","電源管理","ユーザーとして実行","再度スケジュールされない場合はタスクを削除する","タスクを停止するまでの時間","スケジュール","スケジュールの種類","開始時刻","開始日","終了日","日","月","繰り返し: 間隔","繰り返し: 終了時刻","繰り返し: 期間","繰り返し: 実行中の場合は停止"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\WDI\ResolutionHost","N/A","準備完了","対話型/バックグラウンド","2025/07/23 13:30:00","1073807364","Microsoft Corporation","COM ハンドラー","N/A","Windows 診断インフラストラクチャ解決のホストは、診断ポリシー サービスによって検出されたシステムの問題を対話的に解決できるようにします。Windows 診断インフラストラクチャ解決のホストは、必要に応じて適切なユーザー セッションで、診断ポリシー サービスによってトリガーされます。診断ポリシー サービスが実行中でない場合、タスクは実行されません","有効","無効","","INTERACTIVE","無効","無効","スケジュール データをこの形式で使用することはできません。","要求時のみ","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"ホスト名","タスク名","次回の実行時刻","状態","ログオン モード","前回の実行時刻","前回の結果","作成者","実行するタスク","開始","コメント","スケジュールされたタスクの状態","アイドル時間","電源管理","ユーザーとして実行","再度スケジュールされない場合はタスクを削除する","タスクを停止するまでの時間","スケジュール","スケジュールの種類","開始時刻","開始日","終了日","日","月","繰り返し: 間隔","繰り返し: 終了時刻","繰り返し: 期間","繰り返し: 実行中の場合は停止"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Windows Defender\Windows Defender Cache Maintenance","N/A","準備完了","対話型/バックグラウンド","2025/07/25 9:18:37","0","N/A","C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.25060.7-0\MpCmdRun.exe -IdleTask -TaskName WdCacheMaintenance","N/A","定期的なメンテナンス タスクです。","有効","無効","バッテリで開始しない","SYSTEM","無効","72:00:00","スケジュール データをこの形式で使用することはできません。","要求時のみ","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Windows Defender\Windows Defender Cleanup","N/A","準備完了","対話型/バックグラウンド","2025/07/25 9:18:37","0","N/A","C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.25060.7-0\MpCmdRun.exe -IdleTask -TaskName WdCleanup","N/A","定期的なクリーンアップ タスクです。","有効","無効","バッテリで開始しない","SYSTEM","無効","72:00:00","スケジュール データをこの形式で使用することはできません。","要求時のみ","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Windows Defender\Windows Defender Scheduled Scan","N/A","準備完了","対話型/バックグラウンド","2025/07/25 9:18:37","2","N/A","C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.25060.7-0\MpCmdRun.exe Scan -ScheduleJob -ScanTrigger 55 -IdleScheduledJob","N/A","定期的なスキャン タスクです。","有効","無効","バッテリで開始しない","SYSTEM","無効","72:00:00","スケジュール データをこの形式で使用することはできません。","要求時のみ","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Windows Defender\Windows Defender Verification","N/A","準備完了","対話型/バックグラウンド","2025/07/25 9:18:37","0","N/A","C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.25060.7-0\MpCmdRun.exe -IdleTask -TaskName WdVerification","N/A","定期的な検証タスクです。","有効","無効","バッテリで開始しない","SYSTEM","無効","72:00:00","スケジュール データをこの形式で使用することはできません。","要求時のみ","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"ホスト名","タスク名","次回の実行時刻","状態","ログオン モード","前回の実行時刻","前回の結果","作成者","実行するタスク","開始","コメント","スケジュールされたタスクの状態","アイドル時間","電源管理","ユーザーとして実行","再度スケジュールされない場合はタスクを削除する","タスクを停止するまでの時間","スケジュール","スケジュールの種類","開始時刻","開始日","終了日","日","月","繰り返し: 間隔","繰り返し: 終了時刻","繰り返し: 期間","繰り返し: 実行中の場合は停止"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Windows Error Reporting\QueueReporting","2025/07/26 1:13:40","準備完了","対話型/バックグラウンド","2025/07/25 21:36:51","0","Microsoft Corporation","%windir%\system32\wermgr.exe -upload","N/A","キューに登録されたレポートは、Windows エラー報告タスクにより処理されます。","有効","無効","","SYSTEM","無効","無効","スケジュール データをこの形式で使用することはできません。","システムの開始時","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Windows Error Reporting\QueueReporting","2025/07/26 1:59:30","準備完了","対話型/バックグラウンド","2025/07/25 21:36:51","0","Microsoft Corporation","%windir%\system32\wermgr.exe -upload","N/A","キューに登録されたレポートは、Windows エラー報告タスクにより処理されます。","有効","無効","","SYSTEM","無効","無効","スケジュール データをこの形式で使用することはできません。","未定義","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Windows Error Reporting\QueueReporting","2025/07/26 1:48:51","準備完了","対話型/バックグラウンド","2025/07/25 21:36:51","0","Microsoft Corporation","%windir%\system32\wermgr.exe -upload","N/A","キューに登録されたレポートは、Windows エラー報告タスクにより処理されます。","有効","無効","","SYSTEM","無効","無効","スケジュール データをこの形式で使用することはできません。","未定義","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Windows Error Reporting\QueueReporting","2025/07/26 1:59:40","準備完了","対話型/バックグラウンド","2025/07/25 21:36:51","0","Microsoft Corporation","%windir%\system32\wermgr.exe -upload","N/A","キューに登録されたレポートは、Windows エラー報告タスクにより処理されます。","有効","無効","","SYSTEM","無効","無効","スケジュール データをこの形式で使用することはできません。","未定義","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Windows Error Reporting\QueueReporting","2025/07/26 1:11:43","準備完了","対話型/バックグラウンド","2025/07/25 21:36:51","0","Microsoft Corporation","%windir%\system32\wermgr.exe -upload","N/A","キューに登録されたレポートは、Windows エラー報告タスクにより処理されます。","有効","無効","","SYSTEM","無効","無効","スケジュール データをこの形式で使用することはできません。","一度だけ, 毎時 ","9:00:00","2015/01/01","N/A","N/A","N/A","4 時間、0 分","なし","無効","無効"
"ホスト名","タスク名","次回の実行時刻","状態","ログオン モード","前回の実行時刻","前回の結果","作成者","実行するタスク","開始","コメント","スケジュールされたタスクの状態","アイドル時間","電源管理","ユーザーとして実行","再度スケジュールされない場合はタスクを削除する","タスクを停止するまでの時間","スケジュール","スケジュールの種類","開始時刻","開始日","終了日","日","月","繰り返し: 間隔","繰り返し: 終了時刻","繰り返し: 期間","繰り返し: 実行中の場合は停止"
